title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty rating
Mediterranean Beef Grain Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'quinoa']",18,17,35,6,easy,False,A bright Mediterranean-style entree built around beef with grain bowl.,1. Prep the beef sirloin and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the beef sirloin with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Garlic Oregano Beef Grain Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'quinoa', 'lemon', 'garlic']",15,10,25,6,easy,False,A fresh and herb-forward main dish built around beef with grain bowl.,1. Prep the beef sirloin and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the beef sirloin with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Tomato Olive Beef Grain Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'quinoa', 'eggplant', 'tomato', 'garlic']",18,12,30,6,easy,False,A fresh and herb-forward main dish built around beef with grain bowl.,1. Prep the beef sirloin and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the beef sirloin with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Zesty Herb Beef Grain Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'quinoa', 'cauliflower', 'feta', 'lemon', 'garlic']",20,10,30,6,easy,False,A light but satisfying dinner built around beef with grain bowl.,1. Prep the beef sirloin and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the beef sirloin with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Sun-Dried Tomato Beef Grain Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'quinoa', 'onion', 'bell pepper', 'zucchini', 'tomato', 'oregano', 'garlic']",20,10,30,6,easy,False,A fresh and herb-forward main dish built around beef with grain bowl.,1. Prep the beef sirloin and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the beef sirloin with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Herb Beef Stew,entree,American,"['beef sirloin', 'olive oil', 'broth']",18,27,45,4,medium,False,A hearty and simple main dish built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Garlic Beef Stew,entree,American,"['beef sirloin', 'olive oil', 'broth', 'garlic']",15,40,55,2,medium,False,A comfort-food style dinner built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Smoky Beef Stew,entree,American,"['beef sirloin', 'olive oil', 'broth', 'paprika', 'garlic']",20,25,45,4,medium,False,A comfort-food style dinner built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Lemon Pepper Beef Stew,entree,American,"['beef sirloin', 'olive oil', 'broth', 'thyme', 'butter', 'garlic']",10,45,55,4,medium,False,A savory weeknight entree built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Roasted Beef Stew,entree,American,"['beef sirloin', 'olive oil', 'broth', 'onion', 'thyme', 'butter', 'garlic']",10,45,55,4,medium,False,A comfort-food style dinner built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Homestyle Beef Stew,entree,American,"['beef sirloin', 'olive oil', 'broth', 'carrot', 'onion', 'thyme', 'butter', 'garlic']",10,45,55,4,medium,False,A comfort-food style dinner built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Lemon Herb Beef Stew,entree,Mediterranean,"['beef sirloin', 'olive oil', 'broth', 'carrot', 'celery', 'broccoli', 'snap peas', 'parsley', 'garlic']",15,25,40,2,medium,False,A fresh and herb-forward main dish built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Mediterranean Beef Stew,entree,Mediterranean,"['beef sirloin', 'olive oil', 'broth', 'carrot', 'celery', 'kale', 'white beans', 'parsley', 'feta', 'garlic']",20,30,50,4,medium,False,A light but satisfying dinner built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Garlic Oregano Beef Stew,entree,Mediterranean,"['beef sirloin', 'olive oil', 'broth', 'garlic']",12,33,45,2,medium,False,A bright Mediterranean-style entree built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Tomato Olive Beef Stew,entree,Mediterranean,"['beef sirloin', 'olive oil', 'broth', 'parsley', 'garlic']",20,30,50,4,medium,False,A light but satisfying dinner built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Zesty Herb Beef Stew,entree,Mediterranean,"['beef sirloin', 'olive oil', 'broth', 'oregano', 'lemon', 'garlic']",18,32,50,2,medium,False,A fresh and herb-forward main dish built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Sun-Dried Tomato Beef Stew,entree,Mediterranean,"['beef sirloin', 'olive oil', 'broth', 'carrot', 'celery', 'lemon', 'garlic']",12,38,50,6,medium,False,A bright Mediterranean-style entree built around beef with stew.,"1. Prep the beef sirloin and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the beef sirloin with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Herb Turkey Rice Bowl,entree,American,"['ground turkey', 'olive oil', 'rice', 'sweet potato', 'onion', 'thyme', 'butter', 'garlic']",20,10,30,2,easy,False,A savory weeknight entree built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Garlic Turkey Rice Bowl,entree,American,"['ground turkey', 'olive oil', 'rice']",20,10,30,4,easy,False,A hearty and simple main dish built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Smoky Turkey Rice Bowl,entree,American,"['ground turkey', 'olive oil', 'rice', 'rosemary', 'garlic']",20,10,30,4,easy,False,A savory weeknight entree built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Lemon Pepper Turkey Rice Bowl,entree,American,"['ground turkey', 'olive oil', 'rice', 'onion', 'paprika', 'garlic']",18,10,28,2,easy,False,A savory weeknight entree built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Roasted Turkey Rice Bowl,entree,American,"['ground turkey', 'olive oil', 'rice', 'onion', 'butter', 'thyme', 'garlic']",18,12,30,2,easy,False,A comfort-food style dinner built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Homestyle Turkey Rice Bowl,entree,American,"['ground turkey', 'olive oil', 'rice', 'corn', 'bell pepper', 'onion', 'garlic powder', 'parsley', 'garlic']",10,15,25,4,easy,False,A comfort-food style dinner built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Chipotle Turkey Rice Bowl,entree,Mexican,"['ground turkey', 'olive oil', 'rice']",20,10,30,2,easy,False,A Mexican-inspired entree with bright flavors built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Cilantro Lime Turkey Rice Bowl,entree,Mexican,"['ground turkey', 'olive oil', 'rice', 'garlic']",12,10,22,2,easy,False,A Mexican-inspired entree with bright flavors built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Spicy Turkey Rice Bowl,entree,Mexican,"['ground turkey', 'olive oil', 'rice', 'lime', 'garlic']",10,10,20,4,easy,False,A family-friendly taco night style meal built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Smoky Turkey Eggplant Rice Bowl,entree,Mexican,"['ground turkey', 'olive oil', 'rice', 'eggplant', 'lime', 'garlic']",12,13,25,2,easy,False,A bold and zesty main dish built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Salsa Verde Turkey Rice Bowl,entree,Mexican,"['ground turkey', 'olive oil', 'rice', 'cauliflower', 'carrot', 'peas', 'garlic']",18,10,28,4,easy,False,A Mexican-inspired entree with bright flavors built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Southwest Turkey Rice Bowl,entree,Mexican,"['ground turkey', 'olive oil', 'rice', 'sweet potato', 'onion', 'cumin', 'chili powder', 'garlic']",10,15,25,4,easy,False,A Mexican-inspired entree with bright flavors built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Lemon Herb Turkey Rice Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'rice', 'spinach', 'tomato', 'onion', 'olives', 'oregano', 'garlic']",12,10,22,4,easy,False,A light but satisfying dinner built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Mediterranean Turkey Rice Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'rice', 'mushrooms', 'onion', 'peas', 'lemon', 'garlic']",12,10,22,2,easy,False,A light but satisfying dinner built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Garlic Oregano Turkey Rice Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'rice', 'garlic']",18,10,28,4,easy,False,A bright Mediterranean-style entree built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Tomato Olive Turkey Rice Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'rice', 'feta', 'garlic']",15,10,25,4,easy,False,A bright Mediterranean-style entree built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Zesty Herb Turkey Rice Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'rice', 'oregano', 'feta', 'garlic']",12,10,22,2,easy,False,A light but satisfying dinner built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Sun-Dried Tomato Turkey Rice Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'rice', 'eggplant', 'parsley', 'oregano', 'garlic']",18,10,28,4,easy,False,A fresh and herb-forward main dish built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Ginger Garlic Turkey Rice Bowl,entree,Asian,"['ground turkey', 'olive oil', 'rice', 'corn', 'bell pepper', 'onion', 'soy sauce', 'garlic']",10,15,25,6,easy,False,A savory umami-forward main dish built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Sesame Turkey Rice Bowl,entree,Asian,"['ground turkey', 'olive oil', 'rice']",15,15,30,2,easy,False,A savory umami-forward main dish built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Soy Glazed Turkey Rice Bowl,entree,Asian,"['ground turkey', 'olive oil', 'rice', 'ginger', 'garlic']",12,10,22,6,easy,False,A takeout-style dinner made at home built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Sweet Chili Turkey Rice Bowl,entree,Asian,"['ground turkey', 'olive oil', 'rice', 'mushrooms', 'onion', 'garlic']",15,10,25,4,easy,False,A quick Asian-inspired entree built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Teriyaki Turkey Rice Bowl,entree,Asian,"['ground turkey', 'olive oil', 'rice', 'sweet potato', 'onion', 'black beans', 'garlic']",12,10,22,2,easy,False,A savory umami-forward main dish built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Scallion Turkey Rice Bowl,entree,Asian,"['ground turkey', 'olive oil', 'rice', 'cauliflower', 'carrot', 'peas', 'green onion', 'soy sauce', 'garlic']",10,15,25,2,easy,False,A takeout-style dinner made at home built around turkey with rice bowl.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the ground turkey with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Herb Turkey Pasta,entree,American,"['ground turkey', 'olive oil', 'pasta']",15,10,25,4,easy,False,A savory weeknight entree built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Garlic Turkey Pasta,entree,American,"['ground turkey', 'olive oil', 'pasta', 'parmesan']",15,20,35,2,easy,False,A hearty and simple main dish built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Smoky Turkey Pasta,entree,American,"['ground turkey', 'olive oil', 'pasta', 'garlic', 'parmesan']",12,13,25,2,easy,False,A comfort-food style dinner built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Lemon Pepper Turkey Pasta,entree,American,"['ground turkey', 'olive oil', 'pasta', 'paprika', 'garlic', 'parmesan']",12,10,22,2,easy,False,A comfort-food style dinner built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Roasted Turkey Pasta,entree,American,"['ground turkey', 'olive oil', 'pasta', 'thyme', 'paprika', 'garlic', 'parmesan']",12,13,25,6,easy,False,A comfort-food style dinner built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Homestyle Turkey Pasta,entree,American,"['ground turkey', 'olive oil', 'pasta', 'onion', 'butter', 'thyme', 'garlic', 'parmesan']",12,10,22,2,easy,False,A comfort-food style dinner built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Lemon Herb Turkey Pasta,entree,Mediterranean,"['ground turkey', 'olive oil', 'pasta', 'cabbage', 'carrot', 'green onion', 'olives', 'garlic', 'parmesan']",10,20,30,4,easy,False,A fresh and herb-forward main dish built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Mediterranean Turkey Pasta,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'pasta', 'eggplant', 'tomato', 'lemon', 'garlic', 'parmesan']",18,17,35,2,easy,False,A light but satisfying dinner built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Garlic Oregano Turkey Pasta,entree,Mediterranean,"['ground turkey', 'olive oil', 'pasta', 'parmesan']",20,10,30,2,easy,False,A bright Mediterranean-style entree built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Tomato Olive Turkey Pasta,entree,Mediterranean,"['ground turkey', 'olive oil', 'pasta', 'garlic', 'parmesan']",10,20,30,6,easy,False,A fresh and herb-forward main dish built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Zesty Herb Turkey Pasta,entree,Mediterranean,"['ground turkey', 'olive oil', 'pasta', 'lemon', 'garlic', 'parmesan']",15,10,25,4,easy,False,A light but satisfying dinner built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Sun-Dried Tomato Turkey Pasta,entree,Mediterranean,"['ground turkey', 'olive oil', 'pasta', 'onion', 'parsley', 'garlic', 'parmesan']",10,20,30,2,easy,False,A light but satisfying dinner built around turkey with pasta.,1. Prep the ground turkey and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the ground turkey with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Herb Turkey Tacos,entree,American,"['ground turkey', 'olive oil', 'corn tortillas', 'eggplant', 'rosemary', 'butter', 'lime', 'cilantro']",10,10,20,2,easy,False,A savory weeknight entree built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Garlic Turkey Tacos,entree,American,"['ground turkey', 'olive oil', 'cilantro']",12,10,22,2,easy,False,A hearty and simple main dish built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and cilantro until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Smoky Turkey Tacos,entree,American,"['ground turkey', 'olive oil', 'garlic powder', 'lime', 'cilantro']",10,10,20,6,easy,False,A comfort-food style dinner built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and garlic powder until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Lemon Pepper Turkey Tacos,entree,American,"['ground turkey', 'olive oil', 'thyme', 'garlic powder', 'lime', 'cilantro']",20,10,30,6,easy,False,A savory weeknight entree built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and thyme until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Roasted Turkey Tacos,entree,American,"['ground turkey', 'olive oil', 'corn tortillas', 'garlic powder', 'thyme', 'lime', 'cilantro']",10,10,20,2,easy,False,A hearty and simple main dish built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Homestyle Turkey Tacos,entree,American,"['ground turkey', 'olive oil', 'corn tortillas', 'broccoli', 'carrot', 'snap peas', 'rosemary', 'lime', 'cilantro']",20,10,30,2,easy,False,A savory weeknight entree built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Chipotle Turkey Tacos,entree,Mexican,"['ground turkey', 'olive oil', 'lime']",20,10,30,2,easy,False,A bold and zesty main dish built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and lime until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Cilantro Lime Turkey Tacos,entree,Mexican,"['ground turkey', 'olive oil', 'lime', 'cilantro']",18,10,28,2,easy,False,A family-friendly taco night style meal built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and lime until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Spicy Turkey Tacos,entree,Mexican,"['ground turkey', 'olive oil', 'chili powder', 'lime', 'cilantro']",20,10,30,4,easy,False,A bold and zesty main dish built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and chili powder until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Smoky Turkey Sweet Potato Tacos,entree,Mexican,"['ground turkey', 'olive oil', 'sweet potato', 'chili powder', 'lime', 'cilantro']",12,13,25,6,easy,False,A Mexican-inspired entree with bright flavors built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and sweet potato until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Salsa Verde Turkey Tacos,entree,Mexican,"['ground turkey', 'olive oil', 'corn tortillas', 'kale', 'cumin', 'lime', 'cilantro']",18,10,28,4,easy,False,A family-friendly taco night style meal built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Southwest Turkey Tacos,entree,Mexican,"['ground turkey', 'olive oil', 'corn tortillas', 'spinach', 'onion', 'cumin', 'lime', 'cilantro']",12,18,30,6,easy,False,A family-friendly taco night style meal built around turkey with tacos.,1. Prep the ground turkey and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the ground turkey with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Herb Turkey Salad,entree,American,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'onion', 'bell pepper', 'thyme', 'garlic powder']",20,10,30,2,easy,False,A hearty and simple main dish built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Toss everything together and serve.,3
Garlic Turkey Salad,entree,American,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'corn', 'bell pepper', 'onion', 'paprika', 'butter']",10,10,20,2,easy,False,A hearty and simple main dish built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Toss everything together and serve.,3
Smoky Turkey Salad,entree,American,"['ground turkey', 'olive oil', 'rosemary', 'parsley']",10,10,20,2,easy,False,A comfort-food style dinner built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and rosemary until fully cooked. 4. Toss everything together and serve.,1
Lemon Pepper Turkey Salad,entree,American,"['ground turkey', 'olive oil', 'mixed greens', 'thyme', 'parsley']",20,10,30,6,easy,False,A comfort-food style dinner built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Roasted Turkey Salad,entree,American,"['ground turkey', 'olive oil', 'mixed greens', 'onion', 'butter', 'garlic powder']",15,10,25,6,easy,False,A savory weeknight entree built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Homestyle Turkey Salad,entree,American,"['ground turkey', 'olive oil', 'mixed greens', 'corn', 'onion', 'paprika', 'garlic powder']",15,10,25,4,easy,False,A hearty and simple main dish built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Lemon Herb Turkey Salad,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'spinach', 'onion', 'lemon']",20,10,30,2,easy,False,A fresh and herb-forward main dish built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Toss everything together and serve.,3
Mediterranean Turkey Salad,entree,Mediterranean,"['ground turkey', 'olive oil', 'oregano']",18,10,28,6,easy,False,A bright Mediterranean-style entree built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and oregano until fully cooked. 4. Toss everything together and serve.,1
